Address,Name,Email
60 Threadneedle Street London EC2R 8HP,Rolfe Judd Planning,benc@rolfe-judd.co.uk
The Bank of England Threadneedle Street London EC2R 8AH,Pringle Richards Sharratt Architects,j.ricketts@prsarchitects.com
10,DP9 Ltd,esme.omeara@dp9.co.uk
The Baltic Exchange 38 St Mary Axe London EC3A 8EX,SM Planning,info@smplanning.com
The Baltic Exchange 38 St Mary Axe London EC3A 8EX,SM Planning,info@smplanning.com
Dovetail Building 115,DP9,susie.clemens@dp9.co.uk
The Baltic Exchange 38 St Mary Axe London EC3A 8EX,SM Planning,info@smplanning.com
The Baltic Exchange 38 St Mary Axe London EC3A 8EX,SM Planning,info@smplanning.com
Eldon House 2,DP9 Ltd,charlotte.allen@dp9.co.uk
9A Devonshire Square London EC2M 4YN,Left City,sd@leftcity.org
4,DP9,michael.worthington@dp9.co.uk
The Broadgate Tower 20 Primrose Street London EC2A 2EW,DP9,oscar.mansfieldjones@dp9.co.uk
9A Devonshire Square London EC2M 4YN,Left City,sd@leftcity.org
110,Gerald Eve LLP,amehdi@geraldeve.com
1,DP9 Ltd,nona.jones@dp9.co.uk
The Railway Tavern Public House 15 Liverpool Street London EC2M 7NX,Inventive Design Associates,josh@inventiveda.com
St Mary Abchurch House 123,Iceni Projects,tfleming@iceniprojects.com
St Mary Abchurch House 123,Iceni Projects,tfleming@iceniprojects.com
Tideway Working Area Blackfriars Bridge Foreshore London Victoria Embankment EC4Y 0DR,Ferrovial Agroman Laing O'Rourke Joint Venture (FLo),c410floconsents@gmail.com
YHA London St Paul,Just-H Architects,oliver@just-h-architects.co.uk
Daniel House And Mersey House,Gerald Eve LLP,mcartwright@geraldeve.com
Daniel House And Mersey House,Gerald Eve,mcartwright@geraldeve.com
Peterborough Court 133 Fleet Street London EC4A 2BB,Gerald Eve LLP,mcartwright@geraldeve.com
8,Lichfields,harry.payne@lichfields.uk
Holyer House 20,LOM Architecture And Design,jamesf@lom-fdp.com
59 Carter Lane London EC4V 5AQ,Gerald Eve LLP,sking@geraldeve.com
5 New Street Square London EC4A 3TW,Avison Young,smruti.patel@avisonyoung.com
Holyer House 20,LOM Architecture &amp; Design,jamesf@lom-fdp.com
2,Gerald Eve,ohawe@geraldeve.com
"Land Bounded By Fleet Street, Salisbury Court, Salisbury Square, Primrose Hill",Gerald Eve LLP,ohawe@geraldeve.com
150 Cheapside London EC2V 6ET,Firstplan,thumphries@firstplan.co.uk
81 Newgate Street London EC1A 7AJ,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
81 Newgate Street London EC1A 7AJ,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
81 Newgate Street London EC1A 7AJ,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
120 Cheapside London EC2V 6BT,Rpa:vision,l.cross@therpagroup.com
London Metropolitan University 84 Moorgate London EC2M 6SQ,Broadgrove Planning &amp; Development,ja@broadgrove.co.uk
101 Moorgate London EC2M 6SA,Savills,amreen.kausar@savills.com
Park House 16 Finsbury Circus London EC2M 7EB,Waldon Telecom Ltd,holly.hinks@waldontelecom.com
Park House 16 Finsbury Circus London EC2M 7EB,Waldon Telecom Ltd.,holly.hinks@waldontelecom.com
101 Moorgate London EC2M 6SA,Savills,amreen.kausar@savills.com
London Metropolitan University 84 Moorgate London EC2M 6SQ,Broadgrove Planning &amp; Development,ja@broadgrove.co.uk
101 Moorgate London EC2M 6SA,Savills,amreen.kausar@savills.com
101 Moorgate London EC2M 6SA,Savills,amreen.kausar@savills.com
Jamaica Buildings St Michael,Cubit Consulting,mail@cubitconsulting.co.uk
33 Old Broad Street London EC2N 1HW,Firstplan Ltd,twilliams@firstplan.co.uk
99 Bishopsgate London EC2M 3XD,DP9 Ltd,simon.gunasekara@dp9.co.uk
78 Cannon Street London EC4N 6HL,Savills (UK) Limited,crmoore@savills.com
150 Aldersgate Street 3,Gerald Eve,HHowat@geraldeve.com
150 Aldersgate Street 3,Gerald Eve,HHowat@geraldeve.com
56 Long Lane London EC1A 9EJ,GLA Architecture And Design Ltd.,g@glaad.co.uk
100 New Bridge Street London EC4V 6JA,DP9 Ltd,carol.bowditch@dp9.co.uk
100 New Bridge Street London EC4V 6JA,DP9 Ltd,carol.bowditch@dp9.co.uk
Newbury House 10,Jaxon Architecture Ltd,james@jaxonarchitecture.com
100 New Bridge Street London EC4V 6JA,DP9 Ltd,carol.bowditch@dp9.co.uk
Central Criminal Court Old Bailey London EC4M 7EH,Burrell Foley Fischer LLP,mail@bff-architects.co.uk
56 Long Lane London EC1A 9EJ,GLA Architecture And Design Ltd.,g@glaad.co.uk
56 Long Lane London EC1A 9EJ,GLA Architecture And Design Ltd,g@glaad.co.uk
15,Metropolis Planning,davids@metropolispd.com
15,Metropolis Planning,davids@metropolispd.com
15,Metropolis Planning,davids@metropolispd.com
15,Metropolis Planning,davids@metropolispd.com
95 Fetter Lane London EC4A 1EP,Krystal Stewart,ks@kdsarchitects.co.uk
37 Fleet Street London EC4Y 1BT,ADAM Architecture,gemma.mankelow@adamarchitecture.com
Smithfield Car Park West Smithfield London EC1A 9DS,Emrys Architects,srobinson@emrysarchitects.com
Smithfield Car Park West Smithfield London EC1A 9DS,Emrys Architects,srobinson@emrysarchitects.com
15,Quadrant Town Planning Ltd,lm@quadranttownplanning.com
Middle Temple Hall Middle Temple Lane London EC4Y 9AT,Purcell,neil.king@purcelluk.com
Middle Temple Hall Middle Temple Lane London EC4Y 9AT,Purcell,neil.king@purcelluk.com
New Court Middle Temple London EC4Y 9BE,Middle Temple,i.garwood@middletemple.org.uk
55 Fleet Street London EC4Y 1JU,Barry Cunningham,colneside@gmail.com
4 Staple Inn London WC1V 7QH,Tucker Design,sam@tucker.design
155A Fenchurch Street London EC3M 6AL,Sapphire Signs,d.marshall@sapphiresigns.co.uk
150,Town Planning Bureau,info@tpbureau.co.uk
1 Great St Helen,CBRE Ltd,london.planning@cbre.com
1 Undershaft London EC3P 3DQ,DP9,heloise.whiteman@dp9.co.uk
1 Undershaft London EC3A 8EE,DP9,heloise.whiteman@dp9.co.uk
122 Minories And 14 Crosswall London EC3N 1NT,Estreetbrand Ltd,mark@archiview.co.uk
150 Minories London EC3N 1LS,DP9 Limited,jodane.walters@dp9.co.uk
Bank Underground Station Prince,TFL,laurastritch@tfl.gov.uk
Bank 1 Prince,AtkinsRealis,roxanne.porter-robinson@atkinsrealis.com
10,DP9,esme.omeara@dp9.co.uk
Bevis Marks House 24 Bevis Marks London EC3A 7JB,DP9,Josh.Thomas@dp9.co.uk
1 Basinghall Avenue London EC2V 5DD,Lichfields,charlotte.walker@lichfields.uk
1 Basinghall Avenue London EC2V 5DD,Lichfields,charlotte.walker@lichfields.uk
65 Gresham Street London EC2V 7NQ,DP9,steve.curley@dp9.co.uk
5,DP9,theo.barker@dp9.co.uk
5,DP9,theo.barker@dp9.co.uk
5,DP9,theo.barker@dp9.co.uk
178 Bishopsgate London EC2M 4NQ,Iceni Projects,cwilliams@iceniprojects.com
155 Bishopsgate London EC2M 3TQ,DP9 Limited,zoe.smythe@dp9.co.uk
1 Exchange Square London EC2A 2JN,DP9,eleanor.hulm@DP9.co.uk
178 Bishopsgate London EC2M 4NQ,Iceni Projects,cwilliams@iceniprojects.com
90 Liverpool Street London EC2M 2AT,Bidwells,jonathan.phillips@bidwells.co.uk
2,DP9,charlotte.allen@dp9.co.uk
155 Bishopsgate London EC2M 3TQ,Sam Oguz,samoguz@hotmail.co.uk
105,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
120 Old Broad Street London EC2N 1AR,DP9 Ltd,tom.green@dp9.co.uk
Winchester House 75 London Wall London EC2M 5NG,DP9 Limited,james.byrne@dp9.co.uk
41 Lothbury London EC2R 7HF,Gerald Eve LLP,hdavies@geraldeve.com
120 Old Broad Street London EC2N 1AR,DP9 Ltd,tom.green@dp9.co.uk
Winchester House 75 London Wall London EC2M 5NG,DP9 Limited,james.byrne@dp9.co.uk
"1, 3",Daniel Watney LLP,ndelaney@danielwatney.co.uk
"1, 3",Daniel Watney LLP,ndelaney@danielwatney.co.uk
Winchester House 75 London Wall London EC2M 5NG,DP9 Limited,james.byrne@dp9.co.uk
Winchester House 75 London Wall London EC2M 5NG,DP9 Limited,james.byrne@dp9.co.uk
Retail Unit 4 Condor House 10 St Paul,Sign Specialists Ltd,planning@sign-specialists.co.uk
Holyer House 20,LOM Architecture And Design,jamesf@lom-fdp.com
1 Great New Street London EC4A 3BN,Honi Poke Ltd,design@honipoke.com
Unilever House Victoria Embankment London EC4Y 0DY,Hurley And Davies,peelstephen4@googlemail.com
30 Gresham Street London EC2V 7PG,TP Bennett LLP,mike.ibbott@tpbennett.com
81 Newgate Street London EC1A 7AJ,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
81 Newgate Street London EC1A 7AJ,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
81 Newgate Street London EC1A 7AJ,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
20 Gresham Street London EC2V 7JE,DP9 Ltd,steve.curley@dp9.co.uk
133 Cheapside London EC2V 6BJ,Child Graddon Lewis,rhys.taylor@cgluk.com
133 Cheapside London EC2V 6BJ,Child Graddon Lewis,rhys.taylor@cgluk.com
81 Newgate Street London EC1A 7AJ,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
81 Newgate Street London EC1A 7AJ,Montagu Evans,Peter.Bovill@Montagu-Evans.co.uk
81 Newgate Street London EC1A 7AJ,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
81 Newgate Street London EC1A 7AJ,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
101 Moorgate London EC2M 6SA,Savills,kirsty.turner@savills.com
Land Adjacent To Former Rack And Tenter Public House Citypoint Plaza Ropemaker Street London EC2Y 9AW,Knights,michael.askew@knightsplc.com
Finsbury Circus Gardens Finsbury Circus London,Tibbalds Planning And Urban Design,james.parrott@tibbalds.co.uk
20 Finsbury Circus London EC2M 1UT,Firstplan,sharper@firstplan.co.uk
Rector,Matthew Lloyd Architects,alex.sherratt@matthewlloyd.co.uk
1 Poultry London EC2R 8EJ,Quadrant Design Ltd,stuart@quadrantdesign.co.uk
2 Royal Exchange Buildings London EC3V 3LF,Geraghty Taylor,karl.taylor@geraghtytaylor.com
Merchant Taylors Hall 30 Threadneedle Street London EC2R 8JB,Caroe Architecture Ltd,mary.duckham@caroe.biz
Art Gallery Barbican Arts And Conference Centre Silk Street London EC2Y 8DS,The Planning Lab,victoria@theplanninglab.com
402 Gilbert House Barbican London EC2Y 8BD,Thomson Brothers London Ltd,admin@thomsonbrothers.co.uk
Barbican Arts And Conference Centre Silk Street London EC2Y 8DS,Alan Baxter Ltd,acrouch@alanbaxter.co.uk
Crescent House Golden Lane Estate London EC1Y 0SL,Grade Planning,ben@gradeplanning.co.uk
Crescent House Golden Lane Estate London EC1Y 0SL,Grade Planning,ben@gradeplanning.co.uk
Stonecutter Court 1 Stonecutter Street London EC4A 4TR,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
20 Giltspur Street London EC1A 9DD,DP9 Ltd,amelia.johnson@dp9.co.uk
Stonecutter Court 1 Stonecutter Street London EC4A 4TR,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
20 Giltspur Street London EC1A 9DD,DP9 Ltd,amelia.johnson@dp9.co.uk
Holborn Viaduct London EC1A 2BP,Arcadis,georgina.thompson@arcadis.com
20 Giltspur Street London EC1A 9DD,DP9 Ltd,amelia.johnson@dp9.co.uk
100 New Bridge Street London EC4V 6JA,DP9 Ltd,carol.bowditch@dp9.co.uk
10 Fleet Place London EC4M 7RB,Rolfe Judd Planning Ltd,oliverc@rolfe-judd.co.uk
"Footway Adjacent To Christchurch Greyfriars Churchyard, Newgate Street London EC1",TFL - Town Planning &amp; Heritage Team,michaelraby@tfl.gov.uk
9 Newbury Street London EC1A 7HU,Urban Mesh Design Ltd,oliver@urbanmesh.com
Poultry Market And General Market And The Annexe Buildings West Smithfield London EC1A 9PS,Gerald Eve LLP,asiddiqui@geraldeve.com
1 Pump Court Middle Temple London EC4Y 7AB,4D Planning,e.osborne@4dplanning.com
37 Fleet Street London EC4Y 1BT,ADAM Architecture,clare.gregory@adamarchitecture.com
37 Fleet Street London EC4Y 1BT,ADAM Architecture,clare.gregory@adamarchitecture.com
Snow Hill Police Station 5 Snow Hill London EC1A 2DP,Ashleigh Signs,gshepley@ashleigh.co.uk
Snow Hill Police Station 5 Snow Hill London EC1A 2DP,Ashleigh Signs,gshepley@ashleigh.co.uk
130 Fenchurch Street London EC3M 5DJ,DP9,charlotte.allen@dp9.co.uk
81,Saltaire Signs,jamie@saltairesigns.co.uk
43,Coles Conservation Architects Ltd.,andrew@colesconservationarchitects.co.uk
1 Undershaft London EC3A 8EE,DP9 Limited,heloise.whiteman@dp9.co.uk
Hasilwood House 60,DP9,tom.green@dp9.co.uk
Hasilwood House 60,DP9,tom.green@dp9.co.uk
Leadenhall Court 1 Leadenhall Street London EC3V 1PP,DP9 Ltd,jack.playford@dp9.co.uk
Leadenhall Court 1 Leadenhall Street London EC3V 1PP,DP9 Ltd,jack.playford@dp9.co.uk
147,Savills,poppy.heneghan@savills.com
Middlesex Street Estate Gravel Lane London E1 7AF,Rapleys,Shane.scollard@rapleys.com
Middlesex Street Estate Gravel Lane London E1 7AF,Rapleys,Shane.scollard@rapleys.com
Middlesex Street Estate London E1,ReForm Architects,sara.golnabi@reform-architects.london
Middlesex Street Estate Gravel Lane London E1 7AF,Rapleys LLP,Shane.scollard@rapleys.com
70 Mark Lane London EC3R 7NQ,Maddox And Associates Ltd,admin@maddoxplanning.com
Tower Place West Tower Place London EC3R 5BU,Custom Solar Ltd,neil.beaumont@customsolar.co.uk
Friary Court 65 Crutched Friars London EC3N 2AE,DP9,emma.hardy@dp9.co.uk
S G House 41 Tower Hill London EC3N 4SG,DP9 Ltd,emma.hardy@dp9.co.uk
80 Fenchurch Street London EC3M 4BT,TP Bennett,peter.davis@tpbennett.com
"Site Bounded By Fenchurch Street, Mark Lane, Dunster Court And Mincing Lane London EC3M 3JY",Gerald Eve LLP,EMounsey@geraldeve.com
47,DP9,jack.playford@dp9.co.uk
Princes Court 7 Prince,Gerald Eve LLP,amehdi@geraldeve.com
14 Cornhill London EC3V 3ND,Firstplan,sharper@firstplan.co.uk
Alder Castle House 10 Noble Street London EC2V 7JX,DP9,jake.tubb@dp9.co.uk
123 Shakespeare Tower Barbican London EC2Y 8DR,Thomson Brothers London Ltd,admin@thomsonbrothers.co.uk
200 Aldersgate Street London EC1A 4HD,Savills (UK) Limited,alistair.ingram@savills.com
115,DP9 Ltd,susie.clemens@dp9.co.uk
19,DP9 Ltd,theo.barker@dp9.co.uk
The Baltic Exchange 38 St Mary Axe London EC3A 8EX,SM Planning,info@smplanning.com
100 Fenchurch Street London EC3M 5JD,JLL,Barclays.Planning@jll.com
City Place House 55 Basinghall Street London EC2V 5DX,DP9,mike.moon@dp9.co.uk
1 Basinghall Avenue London EC2V 5DD,Gerald Eve LLP,kellis@geraldeve.com
Wood Street Police Station 37 Wood Street London EC2P 2NQ,DP9 Limited,tom.hawkley@dp9.co.uk
Wood Street Police Station 37 Wood Street London EC2P 2NQ,DP9 Limited,desiree.coker@dp9.co.uk
1 Basinghall Avenue London EC2V 5DD,Gerald Eve LLP,Kellis@geraldeve.com
Custom House 20 Lower Thames Street London EC3R 6EA,Montagu Evans,gareth.fox@montagu-evans.co.uk
Sugar Quay Jetty Sugar Quay Walk London,Daniel Watney LLP,cgoodrum@danielwatney.co.uk
1 Exchange Square London EC2A 2JN,DP9,eleanor.hulm@DP9.co.uk
7 Devonshire Square London EC2M 4YH,DP9 Ltd,heloise.whiteman@dp9.co.uk
Devonshire House 3 Bishopsgate Plaza London EC2M 4AJ,DP9 Ltd,elisha.robjant@dp9.co.uk
9 Devonshire Square London EC2M 4YF,Left City,sd@leftcity.org
1,DP9 Ltd,zoe.smythe@dp9.co.uk
Liverpool Street Railway Station Liverpool Street London EC2M 7PY,Network Rail Infrastructure Limited,elliot.stamp@networkrail.co.uk
155 Bishopsgate London EC2M 3TQ,DP9,zoe.smythe@dp9.co.uk
1,DP9 Ltd,zoe.smythe@dp9.co.uk
Eldon House 2,DP9,charlotte.allen@dp9.co.uk
85 London Wall London EC2M 7AD,Alfredo Gutierrez,alfredo@laa-architecture.com
Winchester House 75 London Wall London EC2M 5NG,DP9 Limited,james.byrne@dp9.co.uk
120 Cannon Street London EC4N 6AS,Nothing Is Not Nothing,ruben@nothingisnotnothing.com
75 King William Street London EC4N 7BE,Fabric (eu) Ltd,amy.johnson@fabriceultd.co.uk
"Site Bounded By King William Street, Cannon Street, Abchurch Lane",Avison Young,alex.barker@avisonyoung.com
"Site Bounded By King William Street, Cannon Street, Abchurch Lane",Avison Young,alex.barker@avisonyoung.com
6 St Andrew Street London EC4A 3AE,DP9 Ltd,charlotte.allen@dp9.co.uk
The Old Deanery Dean,Savills UK (Ltd),christian.williams@savills.com
Telephone House 2,Buttress,contact@buttress.net
102 Cheapside London EC2V 6DT,JCDecaux UK Limited,martin.stephens@jcdecaux.com
102 Cheapside London EC2V 6DT,JCDecaux,martin.stephens@jcdecaux.com
1 St Martin,Avison Young,annabelle.underdown@avisonyoung.com
81 Newgate Street London EC1A 7AJ,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
London Metropolitan University 84 Moorgate London EC2M 6SQ,Broadgrove Planning &amp; Development,ja@broadgrove.co.uk
London Metropolitan University 84 Moorgate London EC2M 6SQ,Broadgrove Planning &amp; Development,ja@broadgrove.co.uk
Basildon House 7,Left City,sd@leftcity.org
Basildon House 7,Left City,sd@leftcity.org
101 Moorgate London EC2M 6SA,Savills,amreen.kausar@savills.com
94 Moorgate London EC2M 6UR,Lewis &amp; Hickey,robin.hudson@lewishickey.com
94 Moorgate London EC2M 6UR,Lewis &amp; Hickey,robin.hudson@lewishickey.com
15 Bishopsgate London EC2N 3AR,Colliers,philip.sweeney@colliers.com
Tower 42 International Financial Centre 25 Old Broad Street London EC2N 1HQ,DP9,james.byrne@dp9.co.uk
Merchant Taylors Hall 30 Threadneedle Street London EC2R 8JB,Caroe Architecture Ltd,mary.duckham@caroe.biz
61,DP9 Ltd,theo.barker@dp9.co.uk
14,DP9 Limited,zoe.smythe@dp9.co.uk
150 Aldersgate Street 3,Gerald Eve LLP,hhowat@geraldeve.com
80 Farringdon Street London EC4A 4BL,Planning Potential Ltd.,james.baker@planningpotential.co.uk
10 Fleet Place London EC4M 7RB,CBRE UK &amp; Ireland Project Management &amp; Building Consultancy,Ryan.J.Lewis@cbre.com
12 East Passage London EC1A 7LP,MRM Design Studio,info@mrmdesignstudio.co.uk
12 East Passage London EC1A 7LP,MRM Design Studio,info@mrmdesignstudio.co.uk
100 New Bridge Street London EC4V 6JA,DP9 Ltd,carol.bowditch@dp9.co.uk
150 Aldersgate Street London EC1A 4AB,Gerald Eve LLP,hhowat@geraldeve.com
12 East Passage London EC1A 7LP,MRM Design Studio,info@mrmdesignstudio.co.uk
20 Giltspur Street London EC1A 9DD,DP9 Ltd,amelia.johnson@dp9.co.uk
187 Fleet Street London EC4A 2HS,Iceni Projects,lnicholson@iceniprojects.com
5 Chancery Lane London WC2A 1LG,Rapleys,annie.taylor@rapleys.com
4,Q Square,richard.quelch@qsquare.co.uk
The Gate House Clifford,Weston Allison Wright,Jon.hatchard@w-a-w.co.uk
187 Fleet Street London EC4A 2HS,Iceni Projects,lnicholson@iceniprojects.com
Snow Hill Police Station 5 Snow Hill London EC1A 2DP,Daniel Watney LLP,ldavenport@danielwatney.co.uk
38 Chancery Lane London WC2A 1EN,Tatehindle,sarah.brown@tatehindle.co.uk
38 Chancery Lane London WC2A 1EN,Tatehindle,sarah.brown@tatehindle.co.uk
37 Fleet Street London EC4Y 1BT,ADAM Architecture,gemma.mankelow@adamarchitecture.com
Haberdashers Hall 18 West Smithfield London EC1A 9HQ,John Robertson Architects,anja.schellenbauer@jra.co.uk
81 Gracechurch Street London EC3V 0AU,Jessop And Cook Architects,info@jessopandcook.co.uk
150,Town Planning Bureau,info@tpbureau.co.uk
120 Fenchurch Street London EC3M 5AL,Design Time Ltd,stuart.evans@designtime.uk.com
The Leadenhall Building 122 Leadenhall Street London EC3V 4AB,Savills,amelia.robson@savills.com
39 St Mary Axe London EC3A 8AA,Honi Poke LTD,design@honipoke.com
Friary Court 65 Crutched Friars London EC3N 2AE,DP9,emma.hardy@dp9.co.uk
Lloyds Chambers 1 Portsoken Street London E1 8BT,Gerald Eve LLP,Pireland@geraldeve.com
"Site Bounded By Fenchurch Street, Mark Lane, Dunster Court And Mincing Lane London EC3M 3JY",Gerald Eve LLP,emounsey@geraldeve.com
15 Trinity Square London EC3N 4AA,S R Signs,planning@sr-signs.co.uk
The Bank of England Threadneedle Street London EC2R 8AH,Pringle Richards Sharratt Architects,l.bonomelli@prsarchitects.com
The Bank of England Threadneedle Street London EC2R 8AH,Pringle Richards Sharratt Architects,l.bonomelli@prsarchitects.com
10,DP9,esme.omeara@dp9.co.uk
10,DP9,esme.omeara@dp9.co.uk
10,DP9,esme.omeara@dp9.co.uk
10,DP9,esme.omeara@dp9.co.uk
The Baltic Exchange 38 St Mary Axe London EC3A 8EX,SM Planning,info@smplanning.com
Alban Gate 125,Gerald Eve LLP,sking@geraldeve.com
Alban Gate 125,Gerald Eve LLP,sking@geraldeve.com
The Broadgate Tower 20 Primrose Street London EC2A 2EW,DP9,oscar.mansfieldjones@dp9.co.uk
The Broadgate Tower 20 Primrose Street London EC2A 2EW,DP9,oscar.mansfieldjones@dp9.co.uk
The Broadgate Tower 20 Primrose Street London EC2A 2EW,DP9 Ltd,oscar.mansfieldjones@dp9.co.uk
The Broadgate Tower 20 Primrose Street London EC2A 2EW,DP9 Ltd,oscar.mansfieldjones@dp9.co.uk
The Broadgate Tower 20 Primrose Street London EC2A 2EW,DP9 Ltd,oscar.mansfieldjones@dp9.co.uk
The Broadgate Tower 20 Primrose Street London EC2A 2EW,DP9,oscar.mansfieldjones@dp9.co.uk
10 Devonshire Square London EC2M 4YP,DP9 Ltd,marcus.stuart@dp9.co.uk
Devonshire House 3 Bishopsgate Plaza London EC2M 4AJ,DP9 Ltd,elisha.robjant@dp9.co.uk
90 Liverpool Street London EC2M 2AT,Bidwells LLP,jonathan.phillips@bidwells.co.uk
155 Bishopsgate London EC2M 3TQ,DP9 Ltd,tom.green@dp9.co.uk
St Magnus House 3 Lower Thames Street London EC3R 6HD,Gerald Eve LLP,alal@geraldeve.com
St Magnus House 3 Lower Thames Street London EC3R 6HD,Gerald Eve LLP,alal@geraldeve.com
St Magnus House 3 Lower Thames Street London EC3R 6HD,Gerald Eve LLP,alal@geraldeve.com
5 New Street Square London EC4A 3BF,Avison Young,zainab.hussain@avisonyoung.com
Daniel House And Mersey House,Gerald Eve LLP,mcartwright@geraldeve.com
Peterborough Court 133 Fleet Street London EC4A 2BB,Gerald Eve LLP,mcartwright@geraldeve.com
Daniel House And Mersey House,Gerald Eve LLP,mcartwright@geraldeve.com
"Land Bounded By Fleet Street, Salisbury Court, Salisbury Square, Primrose Hill",Gerald Eve LLP,ohawe@geraldeve.com
"Land Bounded By Fleet Street, Salisbury Court, Salisbury Square, Primrose Hill",Gerald Eve LLP,ohawe@geraldeve.com
"Land Bounded By Fleet Street, Salisbury Court, Salisbury Square, Primrose Hill",Gerald Eve LLP,ohawe@geraldeve.com
10 Gough Square London EC4A 3DE,Level Five DB Ltd,admin@faris-k.co.uk
65 Fleet Street London EC4Y 1HT,McAleer &amp; Rushe Contracts UK Ltd,riordan.osullivan@mcaleer-rushe.co.uk
101 Moorgate London EC2M 6SA,Savills,amreen.kausar@savills.com
Finsbury Circus Gardens Finsbury Circus London,Tibbalds Planning And Urban Design,james.parrott@tibbalds.co.uk
Basildon House 7,Left City,sd@leftcity.org
60 Chiswell Street London EC1Y 4AG,Savills,kirsty.turner@savills.com
Crescent House Golden Lane Estate London EC1Y 0SL,Grade Planning,ben@gradeplanning.co.uk
Crescent House Golden Lane Estate London EC1Y 0SL,Grade Planning,ben@gradeplanning.co.uk
14,DP9 Ltd,zoe.smythe@dp9.co.uk
Aldersgate House 135,Rocque Planning Limited,luke.emmerton@rocqueplanning.co.uk
Blackfriars Tavern 174 Queen Victoria Street London EC4V 4EG,Arc Design,m.adams@arc-design.uk.com
100 New Bridge Street London EC4V 6JA,DP9 Ltd,carol.bowditch@dp9.co.uk
Newbury House 10,JAXON ARCHITECTURE LTD.,james@jaxonarchitecture.com
5 Chancery Lane London WC2A 1LG,Annie Taylor,annie.taylor@rapleys.com
100 Fetter Lane London EC4A 1ES,DP9,jack.playford@dp9.co.uk
25 Hosier Lane London EC1A 9LQ,Daniel Watney LLP,ndelaney@danielwatney.co.uk
53 Fleet Street London EC4Y 1JU,Lakeside Signs Limited,terri@lakeside-signs.com
Snow Hill Police Station 5 Snow Hill London EC1A 2DP,Daniel Watney LLP,ldavenport@danielwatney.co.uk
187 Fleet Street London EC4A 2HS,Iceni Projects,lnicholson@iceniprojects.com
30,Olga McMurdo,olga@mo-st.com
140 Leadenhall Street London EC3V 4QT,Avison Young,zainab.hussain@avisonyoung.com
140 Leadenhall Street London EC3V 4QT,Avison Young,zainab.hussain@avisonyoung.com
140 Leadenhall Street London EC3V 4QT,Avison Young,hannah.velani@avisonyoung.com
Middlesex Street Estate Gravel Lane London E1 7AF,Rapleys,Shane.scollard@rapleys.com
Middlesex Street Estate Gravel Lane London E1 7AF,Rapleys,Shane.scollard@rapleys.com
Middlesex Street Estate Gravel Lane London E1 7AF,Rapleys,Shane.scollard@rapleys.com
41 Tower Hill London EC3N 4SG,DP9,emma.hardy@dp9.co.uk
41 Tower Hill London EC3N 4SG,DP9,emma.hardy@dp9.co.uk
Friary Court 65 Crutched Friars London EC3N 2AE,DP9 Ltd,emma.hardy@dp9.co.uk
70 Mark Lane London EC3R 7NQ,Sampson Associates,emma@sampsonassociates.co.uk
Address,Name,Email
7 Newgate Street London EC1A 7NX,Feilden+Mawson LLP,london@feildenandmawson.com
7 Newgate Street London EC1A 7NX,Feilden+Mawson LLP,london@feildenandmawson.com
20 Black Friars Lane London EC4V 6EB,Iceni Projects,kriley@iceniprojects.com
"Site Bounded By Fenchurch Street, Mark Lane, Dunster Court And Mincing Lane London EC3M 3JY",Newmark Gerald Eve LLP,Matthew.Spencer@nmrk.com
Friary Court 65 Crutched Friars London EC3N 2AE,DP9,emma.hardy@dp9.co.uk
Woolgate Exchange 25 Basinghall Street London EC2V 5HA,Newmark Gerald Eve LLP,Nicola.Miller@nmrk.com
1 Basinghall Avenue London EC2V 5DD,Newmark,katie.ellis@nmrk.com
5,DP9,theo.barker@dp9.co.uk
5,DP9,theo.barker@dp9.co.uk
1,DP9,zoe.smythe@dp9.co.uk
Liverpool Street Railway Station Liverpool Street London EC2M 7PY,Network Rail,townplanninglne@networkrail.co.uk
55 And 65 Old Broad Street London EC2M 1RX,DP9 Limited,james.byrne@dp9.co.uk
55 And 65 Old Broad Street London EC2M 1RX,DP9 Limited,james.byrne@dp9.co.uk
1 Exchange Square London EC2A 2JN,DP9,eleanor.hulm@DP9.co.uk
155 Bishopsgate London EC2M 3TQ,DP9,zoe.smythe@dp9.co.uk
155 Bishopsgate London EC2M 3TQ,DP9,zoe.smythe@dp9.co.uk
1 Exchange Square London EC2A 2JN,DP9,eleanor.hulm@DP9.co.uk
90 Liverpool Street London EC2M 2AT,Bidwells LLP,jonathan.phillips@bidwells.co.uk
12A Brushfield Street London E1 6AN,Not Available,Not Available
